ensembl_transcript_id	refseq_id
ENST00000314672	NM_001278920
ENST00000378799	NM_001270975
ENST00000538919	NM_001278494
ENST00000583023	NM_030779
ENST00000333942	NM_018307
ENST00000263212	NM_014634
ENST00000404929	NM_001201543
ENST00000519824	NM_001353271
ENST00000519824	NM_001353313
ENST00000519824	NM_001353302
ENST00000519824	NM_001353264
ENST00000519824	NM_001353275
ENST00000519824	NM_001353260
ENST00000519824	NM_001353266
ENST00000519824	NM_001353305
ENST00000519824	NM_001353249
ENST00000519824	NM_001353263
ENST00000519824	NM_001353272
ENST00000519824	NM_001330612
ENST00000519824	NM_001353274
ENST00000519824	NM_001353278
ENST00000519824	NM_001353255
ENST00000519824	NM_001353277
ENST00000519824	NM_001353265
ENST00000519824	NM_001353247
ENST00000519824	NM_001353270
ENST00000519824	NM_001353252
ENST00000519824	NM_001353257
ENST00000519824	NM_001353253
ENST00000519824	NM_001353308
ENST00000519824	NM_001353304
ENST00000519824	NM_001353303
ENST00000519824	NM_001353246
ENST00000519824	NM_001353293
ENST00000519824	NM_001353250
ENST00000519824	NM_001353245
ENST00000519824	NM_001353283
ENST00000519824	NM_001353281
ENST00000519824	NM_001353280
ENST00000519824	NM_001353279
ENST00000519824	NM_016623
ENST00000405894	NM_032180
ENST00000332271	NM_001008496
ENST00000332271	NM_001255975
ENST00000230323	NM_007162
ENST00000266560	NM_031491
ENST00000272227	NM_005742
ENST00000568606	NM_001271213
ENST00000358871	NM_001167827
ENST00000318325	NM_176792
ENST00000444129	NM_002907
ENST00000444129	NM_032941
ENST00000310513	NM_006560
ENST00000374807	NM_001170649
ENST00000419482	NM_198274
ENST00000373033	NM_001271944
ENST00000404371	NM_001282704
ENST00000374811	NM_031206
ENST00000404824	NM_001282705
ENST00000358365	NM_001033568
ENST00000374804	NM_001170650
ENST00000299179	NM_176793
ENST00000631751	NM_001166237
ENST00000260324	NM_021199
ENST00000540494	NM_001282707
ENST00000261377	NM_030941
ENST00000261377	NM_001199053
ENST00000381611	NM_001282706
ENST00000358597	NM_001025596
ENST00000329908	NM_014761
ENST00000348433	NM_001144924
ENST00000318364	NM_032112
ENST00000403298	NM_001271945
ENST00000395292	NM_198700
ENST00000615119	NM_024736
ENST00000420312	NM_001271943
ENST00000370234	NM_001308396
ENST00000519540	NM_001256763
ENST00000216513	NM_017420
ENST00000614556	NM_005828
ENST00000291481	NM_023002
ENST00000342071	NM_176794
ENST00000369183	NM_022063
ENST00000447648	NM_015395
ENST00000378798	NM_001270977
ENST00000580170	NM_001105244
ENST00000332175	NM_002845
ENST00000427043	NM_012114
ENST00000369172	NM_001134672
ENST00000296564	NM_015325
ENST00000476766	NM_001163814
ENST00000532048	NM_001172639
ENST00000606369	NM_001270979
ENST00000606369	NM_001270978
ENST00000361148	NM_001005413
ENST00000535424	NM_001270976
ENST00000042931	NM_017682
ENST00000521992	NM_001190158
ENST00000314191	NM_006904
ENST00000389363	NM_001001524
ENST00000617608	NM_178829
ENST00000395405	NM_032997
ENST00000395405	NM_007057
ENST00000334919	NM_001025089
ENST00000334919	NM_001353758
ENST00000338368	NM_001081640
ENST00000319165	NM_145024
ENST00000555414	NM_080648
ENST00000555414	NM_080649
ENST00000427980	NM_001137675
ENST00000372617	NM_001172285
ENST00000372617	NM_001024452
ENST00000290567	NM_001143685
ENST00000311916	NM_021830
ENST00000395290	NM_001330272
ENST00000395290	NM_001172640
ENST00000370228	NM_001163812
ENST00000545287	NM_001033566
ENST00000637179	NM_001242672
ENST00000354266	NM_001033567
ENST00000354266	NM_001288755
ENST00000361566	NM_002276
ENST00000314018	NM_177455
ENST00000473656	NM_001163813
ENST00000319560	NM_182541
ENST00000394692	NM_001288758
ENST00000394692	NM_001288754
ENST00000216714	NM_001244249
ENST00000216714	NM_001641
ENST00000537309	NM_001007532
ENST00000633825	NM_005993
ENST00000220531	NM_012388
ENST00000278222	NM_006512
ENST00000244221	NM_020459
ENST00000272647	NM_001199140
ENST00000307493	NM_052956
ENST00000281282	NM_001252335
ENST00000281282	NM_032866
ENST00000393001	NM_031445
ENST00000361795	NM_001025088
ENST00000603232	NM_001025087
ENST00000520010	NM_001318890
ENST00000289488	NM_001318803
ENST00000289488	NM_145309
ENST00000289957	NM_000749
ENST00000633106	NM_001301144
ENST00000631740	NM_001301145
ENST00000633859	NM_001301146
ENST00000618398	NM_080745
ENST00000209540	NM_001004713
ENST00000621836	NM_182985
ENST00000223862	NM_006911
ENST00000568663	NM_020424
ENST00000420428	NM_001353712
ENST00000420428	NM_001353751
ENST00000420428	NM_001353718
ENST00000420428	NM_001353738
ENST00000420428	NM_001353702
ENST00000420428	NM_001330603
ENST00000420428	NM_001353698
ENST00000420428	NM_020180
ENST00000420428	NM_001353745
ENST00000420428	NM_001353744
ENST00000420428	NM_001353724
ENST00000423494	NM_001205138
ENST00000409792	NM_001349370
ENST00000409792	NM_014159
ENST00000324866	NM_001271471
ENST00000569023	NM_001302836
ENST00000542285	NM_001354346
ENST00000542285	NM_001733
ENST00000541614	NM_001145307
ENST00000395040	NM_139354
ENST00000315330	NM_016511
ENST00000457018	NM_001297751
ENST00000457018	NM_001297748
ENST00000457018	NM_001297750
ENST00000251595	NM_000517
ENST00000396052	NM_001302835
ENST00000337743	NM_001323603
ENST00000337743	NM_001323604
ENST00000337743	NM_001323602
ENST00000337743	NM_017714
ENST00000420265	NM_001297749
ENST00000219168	NM_001128302
ENST00000219168	NM_001128301
ENST00000305963	NM_173470
ENST00000331203	NM_153214
ENST00000432471	NM_001204878
ENST00000263774	NM_004551
ENST00000409450	NM_001128165
ENST00000287322	NM_004874
ENST00000324344	NM_173475
ENST00000307198	NM_001145309
ENST00000307198	NM_001145310
ENST00000307198	NM_001145308
ENST00000312428	NM_018897
ENST00000262843	NM_012216
ENST00000443968	NM_052817
ENST00000409991	NM_001282143
ENST00000306882	NM_001003895
ENST00000419916	NM_152371
ENST00000419916	NM_001195737
ENST00000426530	NM_001143984
ENST00000310132	NM_139355
ENST00000382407	NM_001003894
ENST00000565323	NM_001311255
ENST00000565323	NM_001311256
ENST00000311351	NM_014462
ENST00000292199	NM_024618
ENST00000537325	NM_001195741
ENST00000414546	NM_001127380
ENST00000378427	NM_001195738
ENST00000409109	NM_001282144
ENST00000326674	NM_175732
ENST00000395045	NM_002378
ENST00000381657	NM_018390
ENST00000342784	NM_033025
ENST00000256733	NM_030754
ENST00000408925	NM_001008739
ENST00000409265	NM_001282358
ENST00000600440	NM_001300910
ENST00000613753	NM_003396
ENST00000633488	NM_001320458
ENST00000357277	NM_004726
ENST00000285848	NM_005015
ENST00000303843	NM_001080975
ENST00000444521	NM_001195736
ENST00000378425	NM_001195740
ENST00000524555	NM_001199744
ENST00000239614	NM_024631
ENST00000266542	NM_016546
ENST00000266542	NM_001297640
ENST00000331758	NM_198935
ENST00000374979	NM_001308027
ENST00000540040	NM_001190452
ENST00000315616	NM_152260
ENST00000158771	NM_001304777
ENST00000158771	NM_016041
ENST00000526629	NM_001312920
ENST00000526629	NM_001312921
ENST00000559271	NM_001286407
ENST00000524950	NM_001312919
ENST00000302874	NM_024936
ENST00000572834	NM_001304779
ENST00000370848	NM_001301778
ENST00000544702	NM_001297642
ENST00000326153	NM_012227
ENST00000312349	NM_001001343
ENST00000612982	NM_001318148
ENST00000352480	NM_054012
ENST00000545337	NM_001297643
ENST00000318050	NM_001005240
ENST00000372393	NM_000050
ENST00000373256	NM_002062
ENST00000429290	NM_205854
ENST00000435489	NM_001172292
ENST00000574159	NM_013329
ENST00000574159	NM_016631
ENST00000304672	NM_138296
ENST00000311946	NM_001099287
ENST00000573759	NM_001258220
ENST00000573759	NM_001258218
ENST00000441198	NM_001243169
ENST00000354171	NM_002085
ENST00000446507	NM_001243170
ENST00000415289	NM_005516
ENST00000381165	NM_024039
ENST00000616441	NM_001243168
ENST00000611091	NM_001258217
ENST00000611091	NM_001258219
ENST00000517724	NM_001203244
ENST00000381795	NM_019027
ENST00000210633	NM_017893
ENST00000633480	NM_001306085
ENST00000633480	NM_198531
ENST00000380770	NM_001544
ENST00000361866	NM_001848
ENST00000614155	NM_001318531
ENST00000614155	NM_001164687
ENST00000318238	NM_001350083
ENST00000318238	NM_001303500
ENST00000318238	NM_152703
ENST00000340992	NM_001039132
ENST00000613862	NM_001164685
ENST00000613862	NM_001010923
ENST00000622390	NM_001039848
ENST00000025008	NM_014781
ENST00000616066	NM_001039847
ENST00000295971	NM_001098634
ENST00000393717	NM_022377
ENST00000435644	NM_001083617
ENST00000379562	NM_012311
ENST00000411955	NM_001303496
ENST00000411955	NM_001303498
ENST00000437805	NM_001303497
ENST00000375520	NM_001278522
ENST00000375614	NM_178834
ENST00000179259	NM_020375
ENST00000263383	NM_006844
ENST00000508192	NM_004954
ENST00000615381	NM_000420
ENST00000375615	NM_001258390
ENST00000393703	NM_001039660
ENST00000216144	NM_182527
ENST00000457728	NM_001322370
ENST00000540990	NM_001206917
ENST00000497194	NM_005699
ENST00000393705	NM_001039659
ENST00000361128	NM_001163296
ENST00000621596	NM_001320742
ENST00000621596	NM_001009905
ENST00000409293	NM_017914
ENST00000370098	NM_024059
ENST00000530962	NM_001318799
ENST00000609571	NM_001276282
ENST00000223864	NM_018465
ENST00000615526	NM_001319153
ENST00000350490	NM_001163297
ENST00000344318	NM_001003692
ENST00000344318	NM_019103
ENST00000344318	NM_001318129
ENST00000370097	NM_001319152
ENST00000436913	NM_001258391
ENST00000343823	NM_004674
ENST00000378412	NM_033467
ENST00000393707	NM_001145055
ENST00000404792	NM_173042
ENST00000260049	NM_001145057
ENST00000620017	NM_173044
ENST00000424679	NM_016324
ENST00000612165	NM_001040113
ENST00000330029	NM_013387
ENST00000621545	NM_001040114
ENST00000632023	NM_001320743
ENST00000355044	NM_207303
ENST00000412706	NM_014070
ENST00000536187	NM_001206916
ENST00000401406	NM_001003684
ENST00000616422	NM_022844
ENST00000276410	NM_004198
ENST00000509502	NM_017490
ENST00000534622	NM_001199279
ENST00000634050	NM_002474
ENST00000428278	NM_001105214
ENST00000328766	NM_014782
ENST00000521652	NM_001261832
ENST00000610869	NM_153443
ENST00000306108	NM_017910
ENST00000420713	NM_001159279
ENST00000402010	NM_001039469
ENST00000545394	NM_001282272
ENST00000301050	NM_000725
ENST00000229955	NM_001143957
ENST00000229955	NM_030784
ENST00000611990	NM_015868
ENST00000399004	NM_017676
ENST00000399004	NM_001317954
ENST00000306200	NM_016930
ENST00000547230	NM_001206915
ENST00000237837	NM_020638
ENST00000345813	NM_016325
ENST00000276449	NM_000349
ENST00000319006	NM_006755
ENST00000265523	NM_000712
ENST00000344450	NM_020185
ENST00000402924	NM_001253823
ENST00000617501	NM_133502
ENST00000356824	NM_177949
ENST00000356824	NM_001282231
ENST00000314537	NM_004382
ENST00000430580	NM_017940
ENST00000381967	NM_018290
ENST00000615774	NM_207355
ENST00000352855	NM_001145147
ENST00000326804	NM_001278734
ENST00000375067	NM_172197
ENST00000369162	NM_006828
ENST00000577353	NM_001145148
ENST00000398285	NM_001145146
ENST00000522650	NM_001284271
ENST00000449465	NM_001080446
ENST00000381352	NM_007211
ENST00000274721	NM_001496
ENST00000253099	NM_015956
ENST00000374902	NM_017746
ENST00000434006	NM_001080525
ENST00000532688	NM_001256795
ENST00000370701	NM_001177651
ENST00000590669	NM_146388
ENST00000320868	NM_000558
ENST00000369143	NM_022091
ENST00000395366	NM_002709
ENST00000405154	NM_001164748
ENST00000542865	NM_001164747
ENST00000370698	NM_001330652
ENST00000370698	NM_006359
ENST00000358506	NM_206876
ENST00000535814	NM_001161584
ENST00000307422	NM_146387
ENST00000631923	NM_001143979
ENST00000339069	NM_001303020
ENST00000339069	NM_001303016
ENST00000631844	NM_017668
ENST00000282884	NM_001164746
ENST00000419147	NM_001143935
ENST00000412227	NM_001243745
ENST00000610393	NM_145248
ENST00000381060	NM_001009181
ENST00000331536	NM_021151
ENST00000308342	NM_152760
ENST00000615994	NM_003154
ENST00000377100	NM_001195628
ENST00000377100	NM_001195630
ENST00000377100	NM_001324296
ENST00000579469	NM_001162997
ENST00000246662	NM_000226
ENST00000377072	NM_004641
ENST00000628957	NM_001303475
ENST00000628957	NM_016954
ENST00000377091	NM_001195627
ENST00000433139	NM_001287764
ENST00000433139	NM_001040101
ENST00000619509	NM_001109878
ENST00000619509	NM_001109879
ENST00000419235	NM_001286555
ENST00000634540	NM_001303018
ENST00000634540	NM_001256299
ENST00000321437	NM_016530
ENST00000264832	NM_000201
ENST00000621129	NM_014392
ENST00000397958	NM_001287763
ENST00000360605	NM_001252641
ENST00000511216	NM_001317934
ENST00000409573	NM_032494
ENST00000389851	NM_020894
ENST00000507531	NM_001317935
ENST00000392271	NM_003796
ENST00000377059	NM_001195626
ENST00000377059	NM_001324297
ENST00000389874	NM_024785
ENST00000324803	NM_175918
ENST00000409685	NM_001122779
ENST00000370695	NM_001042537
ENST00000449193	NM_207371
ENST00000379579	NM_001008779
ENST00000379579	NM_001142634
ENST00000334056	NM_182756
ENST00000308020	NM_030783
ENST00000374541	NM_002829
ENST00000374541	NM_001145368
ENST00000412145	NM_001145369
ENST00000412145	NM_001145371
ENST00000446349	NM_001145370
ENST00000446349	NM_001145372
ENST00000313654	NM_198129
ENST00000274849	NM_013375
ENST00000375055	NM_001206954
ENST00000375055	NM_001206936
ENST00000375055	NM_001206966
ENST00000375055	NM_001206940
ENST00000167586	NM_000526
ENST00000399516	NM_001127717
ENST00000320901	NM_001005504
ENST00000379727	NM_001319217
ENST00000379727	NM_000499
ENST00000269217	NM_000227
ENST00000248451	NM_001077399
ENST00000587184	NM_001127718
ENST00000259608	NM_014450
ENST00000199708	NM_005331
ENST00000355765	NM_017922
ENST00000409871	NM_198581
ENST00000301329	NM_016080
ENST00000264110	NM_001880
ENST00000264110	NM_001256090
ENST00000311955	NM_139166
ENST00000617691	NM_001319216
ENST00000345739	NM_001256093
ENST00000345739	NM_001256092
ENST00000395686	NM_014584
ENST00000375076	NM_001206932
ENST00000375076	NM_001136
ENST00000409044	NM_001083615
ENST00000375500	NM_032517
ENST00000408978	NM_138995
ENST00000301653	NM_005557
ENST00000396198	NM_001037968
ENST00000382492	NM_019599
ENST00000273077	NM_015488
ENST00000330807	NM_000032
ENST00000307790	NM_032204
ENST00000258362	NM_022572
ENST00000335854	NM_001037967
ENST00000086933	NM_005315
ENST00000296438	NM_207102
ENST00000438221	NM_001206934
ENST00000375069	NM_001206929
ENST00000380523	NM_017856
ENST00000380523	NM_001042479
ENST00000398355	NM_001042480
ENST00000308110	NM_001350283
ENST00000308110	NM_025128
ENST00000289388	NM_198559
ENST00000289388	NM_001320865
ENST00000374987	NM_001271748
ENST00000374987	NM_014481
ENST00000445170	NM_001159929
ENST00000344204	NM_007118
ENST00000415155	NM_001159927
ENST00000380779	NM_001193277
ENST00000380780	NM_001347733
ENST00000380787	NM_033290
ENST00000245934	NM_004819
ENST00000453779	NM_206853
ENST00000275262	NM_206854
ENST00000392127	NM_206855
ENST00000453318	NM_001098624
ENST00000612937	NM_013239
ENST00000396062	NM_002013
ENST00000610939	NM_001193281
ENST00000542393	NM_001242906
ENST00000584667	NM_013260
ENST00000616003	NM_001193279
ENST00000616003	NM_001193280
ENST00000616003	NM_001193278
ENST00000526767	NM_000200
ENST00000317552	NM_000381
ENST00000317552	NM_033289
ENST00000409833	NM_001256094
ENST00000361752	NM_006775
ENST00000426833	NM_001256091
ENST00000304478	NM_001317947
ENST00000304478	NM_018146
ENST00000361195	NM_001301085
ENST00000529230	NM_001008938
ENST00000334239	NM_016841
ENST00000246792	NM_006270
ENST00000258975	NM_016360
ENST00000312055	NM_014756
ENST00000536551	NM_001190766
ENST00000308811	NM_001287399
ENST00000308811	NM_173539
ENST00000373247	NM_004957
ENST00000621408	NM_005650
ENST00000381577	NM_014143
ENST00000619505	NM_181492
ENST00000373600	NM_001145001
ENST00000320246	NM_014397
ENST00000380683	NM_001271829
ENST00000376811	NM_001330678
ENST00000320552	NM_001287256
ENST00000320552	NM_001287255
ENST00000446361	NM_016834
ENST00000398612	NM_001287254
ENST00000398612	NM_001042415
ENST00000398612	NM_001042416
ENST00000265077	NM_004385
ENST00000261879	NM_031301
ENST00000333610	NM_001008237
ENST00000355423	NM_001301839
ENST00000540326	NM_001166167
ENST00000381573	NM_001267706
ENST00000545174	NM_001166168
ENST00000380343	NM_001145646
ENST00000539416	NM_001166169
ENST00000546191	NM_001166170
ENST00000394199	NM_001166171
ENST00000502527	NM_001126336
ENST00000361092	NM_017881
ENST00000308162	NM_005507
ENST00000376808	NM_001127603
ENST00000261600	NM_005131
ENST00000340062	NM_001317788
ENST00000340062	NM_001317787
ENST00000631387	NM_001300984
ENST00000342785	NM_001164098
ENST00000343200	NM_001164097
ENST00000632880	NM_000275
ENST00000360534	NM_001935
ENST00000616515	NM_022151
ENST00000415922	NM_024639
ENST00000622479	NM_001242797
ENST00000607204	NM_001242798
ENST00000456172	NM_001242799
ENST00000215368	NM_001405
ENST00000264414	NM_003590
ENST00000373225	NM_001018078
ENST00000246117	NM_001321463
ENST00000246117	NM_020170
ENST00000262410	NM_016835
ENST00000379052	NM_001143942
ENST00000351559	NM_005910
ENST00000360591	NM_001317789
ENST00000344290	NM_001123066
ENST00000248600	NM_016086
ENST00000248600	NM_001317786
ENST00000248600	NM_001317785
ENST00000358227	NM_033428
ENST00000358227	NM_001318058
ENST00000358227	NM_001318059
ENST00000535772	NM_001203252
ENST00000535772	NM_001203251
ENST00000409096	NM_001257198
ENST00000340799	NM_001123067
ENST00000618133	NM_001321102
ENST00000618133	NM_016030
ENST00000425446	NM_001143941
ENST00000311528	NM_001243130
ENST00000311528	NM_000977
ENST00000621218	NM_001305004
ENST00000621218	NM_000533
ENST00000566786	NM_001126107
ENST00000396761	NM_024085
ENST00000619236	NM_199478
ENST00000333050	NM_015421
ENST00000318204	NM_153020
ENST00000358359	NM_001276277
ENST00000361242	NM_001077198
ENST00000393706	NM_001288803
ENST00000344951	NM_001257197
ENST00000587834	NM_033280
ENST00000438926	NM_000339
ENST00000261622	NM_003486
ENST00000398841	NM_031477
ENST00000619330	NM_001001658
ENST00000563236	NM_001126108
ENST00000414217	NM_015216
ENST00000627916	NM_001281471
ENST00000588875	NM_001307941
ENST00000340635	NM_001349242
ENST00000340635	NM_001349241
ENST00000340635	NM_001104631
ENST00000380060	NM_001291867
ENST00000380060	NM_198270
ENST00000340296	NM_001271788
ENST00000397121	NM_001001411
ENST00000583536	NM_001301855
ENST00000329196	NM_175882
ENST00000360047	NM_006203
ENST00000229314	NM_016072
ENST00000398097	NM_001136024
ENST00000507116	NM_001197218
ENST00000398838	NM_001145524
ENST00000617601	NM_001291868
ENST00000397119	NM_001378
ENST00000370576	NM_005369
ENST00000301263	NM_003695
ENST00000612423	NM_001128834
ENST00000358923	NM_001197222
ENST00000358923	NM_001197221
ENST00000006015	NM_005523
ENST00000375215	NM_001162995
ENST00000265107	NM_018034
ENST00000519895	NM_001171876
ENST00000317118	NM_001197223
ENST00000442502	NM_001082534
ENST00000452368	NM_001243131
ENST00000410079	NM_001271787
ENST00000410079	NM_001271786
ENST00000617195	NM_006737
ENST00000617195	NM_001242867
ENST00000272433	NM_001330406
ENST00000272433	NM_001330411
ENST00000272433	NM_001330412
ENST00000272433	NM_001330410
